id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv,income_category,income_scaled,claim_ratio,claim_percentage,policies_per_year,customer_value,high_value_flag,customer_segment
4489,Male,Urban,Bachelor,3,0,4,4909,2,A,Gold,68148,5L-10L,1500000,0.003272664,0.33,0.4,15000000,1,Medium
51078,Male,Rural,Others,2,1,7,3665,2,C,Silver,65112,2-5L,1000000,0.003664996,0.37,0.25,16000000,0,Medium
27037,Female,Rural,High School,3,1,6,4949,2,A,Platinum,103632,5L-10L,1500000,0.003299331,0.33,0.285714286,21000000,1,High
79090,Male,Urban,Bachelor,3,1,6,2238,1,B,Silver,31044,5L-10L,1500000,0.001491999,0.15,0.142857143,10500000,0,Low
63224,Male,Urban,Bachelor,3,1,6,5102,2,A,Platinum,72276,5L-10L,1500000,0.003401331,0.34,0.285714286,21000000,1,Medium
23041,Female,Rural,Bachelor,3,1,7,0,2,A,Silver,74244,5L-10L,1500000,0.0,0.0,0.25,24000000,1,Medium
45219,Female,Urban,High School,3,1,3,5918,2,A,Gold,69660,5L-10L,1500000,0.003945331,0.39,0.5,12000000,1,Medium
27143,Male,Urban,High School,4,1,6,6225,2,A,Platinum,111456,10L+,2000000,0.003112498,0.31,0.285714286,28000000,1,High
66187,Female,Urban,High School,3,0,6,5993,2,C,Platinum,68460,5L-10L,1500000,0.003995331,0.4,0.285714286,21000000,1,Medium
48573,Male,Urban,Others,3,1,8,10357,2,A,Platinum,62676,5L-10L,1500000,0.006904662,0.69,0.222222222,27000000,1,Medium
37043,Male,Rural,High School,2,1,0,3761,1,B,Gold,51156,2-5L,1000000,0.003760996,0.38,1.0,1000000,0,Low
66125,Male,Urban,High School,2,0,6,6806,1,A,Gold,42156,2-5L,1000000,0.006805993,0.68,0.142857143,7000000,0,Low
31920,Male,Rural,Bachelor,3,1,3,5286,1,A,Gold,117120,5L-10L,1500000,0.003523998,0.35,0.25,6000000,0,High
59452,Female,Urban,High School,2,0,0,4917,2,B,Silver,307668,2-5L,1000000,0.004916995,0.49,2.0,2000000,0,High
28609,Female,Urban,Bachelor,3,1,6,5672,2,A,Platinum,230928,5L-10L,1500000,0.003781331,0.38,0.285714286,21000000,1,High
1672,Male,Urban,Bachelor,2,1,1,7023,1,A,Platinum,63744,2-5L,1000000,0.007022993,0.7,0.5,2000000,0,Medium
22834,Male,Urban,Bachelor,2,1,5,5815,1,B,Silver,32292,2-5L,1000000,0.005814994,0.58,0.166666667,6000000,0,Low
47634,Male,Rural,Bachelor,3,0,6,0,1,A,Platinum,48552,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
36198,Male,Urban,Bachelor,4,0,6,0,2,B,Gold,68556,10L+,2000000,0.0,0.0,0.285714286,28000000,1,Medium
42665,Male,Urban,High School,3,1,3,6958,2,C,Silver,367812,5L-10L,1500000,0.004638664,0.46,0.5,12000000,1,High
66091,Male,Rural,High School,3,1,7,4006,1,A,Platinum,75192,5L-10L,1500000,0.002670665,0.27,0.125,12000000,0,Medium
68358,Male,Urban,Bachelor,3,1,5,4158,2,A,Platinum,64920,5L-10L,1500000,0.002771998,0.28,0.333333333,18000000,1,Medium
48049,Male,Rural,High School,3,1,7,0,1,B,Silver,40356,5L-10L,1500000,0.0,0.0,0.125,12000000,0,Low
49898,Female,Rural,Bachelor,3,0,6,0,1,A,Silver,50208,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
86966,Male,Urban,Bachelor,3,0,0,6511,1,A,Platinum,32052,5L-10L,1500000,0.004340664,0.43,1.0,1500000,0,Low
14298,Female,Urban,Bachelor,3,1,7,4110,1,A,Platinum,67344,5L-10L,1500000,0.002739998,0.27,0.125,12000000,0,Medium
25933,Male,Rural,Others,3,1,2,0,2,A,Platinum,98136,5L-10L,1500000,0.0,0.0,0.666666667,9000000,1,High
31504,Male,Urban,Bachelor,1,1,8,3641,2,A,Platinum,64008,0-2L,500000,0.007281985,0.73,0.222222222,9000000,0,Medium
13810,Male,Rural,High School,4,1,7,2569,2,A,Platinum,66132,10L+,2000000,0.001284499,0.13,0.25,32000000,1,Medium
63032,Male,Rural,Bachelor,3,1,7,0,2,A,Gold,80016,5L-10L,1500000,0.0,0.0,0.25,24000000,1,Medium
80487,Male,Urban,High School,2,0,6,6962,2,A,Gold,167256,2-5L,1000000,0.006961993,0.7,0.285714286,14000000,0,High
80274,Female,Rural,High School,3,1,8,0,1,B,Silver,66528,5L-10L,1500000,0.0,0.0,0.111111111,13500000,0,Medium
21908,Male,Rural,Others,2,0,7,5804,2,B,Gold,200124,2-5L,1000000,0.005803994,0.58,0.25,16000000,0,High
18828,Male,Urban,High School,3,1,8,6441,1,A,Platinum,61752,5L-10L,1500000,0.004293997,0.43,0.111111111,13500000,0,Medium
31169,Male,Rural,High School,3,1,6,2446,2,A,Gold,110616,5L-10L,1500000,0.001630666,0.16,0.285714286,21000000,1,High
28347,Male,Urban,Bachelor,3,0,6,2461,2,A,Platinum,107256,5L-10L,1500000,0.001640666,0.16,0.285714286,21000000,1,High
51798,Male,Urban,High School,3,1,3,5589,2,A,Platinum,65508,5L-10L,1500000,0.003725998,0.37,0.5,12000000,1,Medium
8672,Male,Urban,High School,3,0,4,5821,1,C,Platinum,31488,5L-10L,1500000,0.003880664,0.39,0.2,7500000,0,Low
3525,Male,Urban,High School,3,0,2,6933,2,A,Silver,561072,5L-10L,1500000,0.004621997,0.46,0.666666667,9000000,1,High
35636,Male,Urban,Bachelor,3,1,8,7329,1,B,Gold,52164,5L-10L,1500000,0.004885997,0.49,0.111111111,13500000,0,Low
70834,Male,Urban,Bachelor,2,1,7,5863,2,B,Gold,102696,2-5L,1000000,0.005862994,0.59,0.25,16000000,0,High
33114,Female,Urban,Bachelor,2,1,3,3635,2,B,Silver,112572,2-5L,1000000,0.003634996,0.36,0.5,8000000,0,High
36847,Male,Urban,Bachelor,3,1,2,4577,1,A,Gold,35988,5L-10L,1500000,0.003051331,0.31,0.333333333,4500000,0,Low
36066,Male,Urban,Bachelor,1,1,4,4827,2,C,Platinum,61176,0-2L,500000,0.009653981,0.97,0.4,5000000,0,Medium
453,Male,Urban,Bachelor,1,1,4,3651,2,A,Platinum,159036,0-2L,500000,0.007301985,0.73,0.4,5000000,0,High
80783,Female,Urban,High School,4,1,4,6038,2,A,Platinum,74904,10L+,2000000,0.003018998,0.3,0.4,20000000,1,Medium
75425,Male,Urban,Bachelor,2,1,8,2264,2,A,Silver,97968,2-5L,1000000,0.002263998,0.23,0.222222222,18000000,0,High
81893,Male,Rural,Bachelor,3,0,4,2403,1,A,Silver,48648,5L-10L,1500000,0.001601999,0.16,0.2,7500000,0,Low
8747,Female,Urban,High School,2,0,6,6280,1,B,Silver,64764,2-5L,1000000,0.006279994,0.63,0.142857143,7000000,0,Medium
58998,Male,Urban,High School,2,0,6,9880,2,B,Platinum,67080,2-5L,1000000,0.00987999,0.99,0.285714286,14000000,0,Medium
81371,Female,Urban,Bachelor,3,0,6,7540,2,A,Gold,141576,5L-10L,1500000,0.005026663,0.5,0.285714286,21000000,1,High
29920,Female,Rural,Bachelor,4,1,4,0,2,B,Silver,69276,10L+,2000000,0.0,0.0,0.4,20000000,1,Medium
87503,Female,Rural,High School,2,1,8,0,2,B,Platinum,112512,2-5L,1000000,0.0,0.0,0.222222222,18000000,0,High
48797,Female,Urban,Bachelor,3,0,8,3625,2,B,Silver,111420,5L-10L,1500000,0.002416665,0.24,0.222222222,27000000,1,High
41792,Male,Urban,High School,2,0,7,2320,1,C,Silver,33612,2-5L,1000000,0.002319998,0.23,0.125,8000000,0,Low
11036,Male,Rural,Bachelor,3,1,8,5503,1,A,Silver,35760,5L-10L,1500000,0.003668664,0.37,0.111111111,13500000,0,Low
72020,Male,Urban,High School,4,0,5,0,1,A,Platinum,30588,10L+,2000000,0.0,0.0,0.166666667,12000000,0,Low
44823,Female,Urban,High School,3,1,4,7609,2,A,Silver,99744,5L-10L,1500000,0.005072663,0.51,0.4,15000000,1,High
12346,Female,Urban,Others,3,0,5,5740,1,A,Platinum,57804,5L-10L,1500000,0.003826664,0.38,0.166666667,9000000,0,Low
78487,Male,Rural,High School,3,0,7,5680,2,A,Platinum,119880,5L-10L,1500000,0.003786664,0.38,0.25,24000000,1,High
79323,Female,Rural,Bachelor,4,1,0,0,2,B,Platinum,68844,10L+,2000000,0.0,0.0,2.0,4000000,1,Medium
68285,Female,Rural,High School,3,0,6,2681,1,A,Silver,67248,5L-10L,1500000,0.001787332,0.18,0.142857143,10500000,0,Medium
16955,Female,Urban,Bachelor,4,1,1,2851,1,A,Gold,63336,10L+,2000000,0.001425499,0.14,0.5,4000000,0,Medium
9290,Female,Rural,Bachelor,3,1,5,2148,2,A,Platinum,110508,5L-10L,1500000,0.001431999,0.14,0.333333333,18000000,1,High
42782,Male,Rural,Bachelor,3,1,8,0,1,B,Silver,40968,5L-10L,1500000,0.0,0.0,0.111111111,13500000,0,Low
15609,Female,Urban,Bachelor,3,0,5,3652,1,A,Platinum,34140,5L-10L,1500000,0.002434665,0.24,0.166666667,9000000,0,Low
57448,Male,Urban,High School,4,0,6,4290,2,A,Platinum,60528,10L+,2000000,0.002144999,0.21,0.285714286,28000000,1,Medium
32815,Male,Urban,High School,3,1,5,2964,2,B,Silver,70428,5L-10L,1500000,0.001975999,0.2,0.333333333,18000000,1,Medium
71221,Male,Urban,Bachelor,3,1,5,5712,2,A,Silver,59100,5L-10L,1500000,0.003807997,0.38,0.333333333,18000000,1,Low
9054,Male,Rural,Bachelor,3,1,4,2112,2,B,Gold,92928,5L-10L,1500000,0.001407999,0.14,0.4,15000000,1,High
24939,Male,Rural,Bachelor,3,0,7,3519,2,A,Platinum,118272,5L-10L,1500000,0.002345998,0.23,0.25,24000000,1,High
21502,Female,Rural,High School,3,0,6,0,1,A,Platinum,31176,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
51988,Female,Urban,High School,2,0,7,3307,2,B,Platinum,166464,2-5L,1000000,0.003306997,0.33,0.25,16000000,0,High
75918,Male,Urban,High School,3,1,0,5755,2,A,Platinum,106572,5L-10L,1500000,0.003836664,0.38,2.0,3000000,1,High
20771,Female,Rural,High School,2,1,5,3715,2,B,Platinum,63708,2-5L,1000000,0.003714996,0.37,0.333333333,12000000,0,Medium
28307,Female,Rural,Bachelor,3,1,2,2166,2,B,Silver,77820,5L-10L,1500000,0.001443999,0.14,0.666666667,9000000,1,Medium
24238,Male,Urban,High School,3,0,7,0,1,B,Platinum,101880,5L-10L,1500000,0.0,0.0,0.125,12000000,0,High
30849,Male,Urban,Bachelor,2,0,6,0,2,B,Gold,65796,2-5L,1000000,0.0,0.0,0.285714286,14000000,0,Medium
41737,Male,Urban,High School,3,1,8,6648,2,A,Platinum,64284,5L-10L,1500000,0.004431997,0.44,0.222222222,27000000,1,Medium
77055,Male,Urban,Others,3,1,4,6372,2,B,Silver,66372,5L-10L,1500000,0.004247997,0.42,0.4,15000000,1,Medium
28584,Female,Rural,High School,4,1,4,2002,2,C,Platinum,65184,10L+,2000000,0.001000999,0.1,0.4,20000000,1,Medium
82295,Male,Urban,High School,2,1,3,4570,1,A,Platinum,32616,2-5L,1000000,0.004569995,0.46,0.25,4000000,0,Low
5012,Male,Urban,Bachelor,2,0,6,7009,1,B,Gold,31392,2-5L,1000000,0.007008993,0.7,0.142857143,7000000,0,Low
30892,Male,Urban,Bachelor,3,0,5,13267,1,A,Gold,52512,5L-10L,1500000,0.008844661,0.88,0.166666667,9000000,0,Low
31210,Female,Urban,High School,3,1,3,4209,2,A,Platinum,99420,5L-10L,1500000,0.002805998,0.28,0.5,12000000,1,High
5925,Male,Rural,High School,3,1,6,0,2,A,Gold,96780,5L-10L,1500000,0.0,0.0,0.285714286,21000000,1,High
46641,Female,Rural,High School,2,1,5,2474,1,B,Platinum,51936,2-5L,1000000,0.002473998,0.25,0.166666667,6000000,0,Low
32065,Male,Urban,High School,3,0,0,3042,1,A,Platinum,31680,5L-10L,1500000,0.002027999,0.2,1.0,1500000,0,Low
81167,Male,Urban,Bachelor,2,0,7,6798,2,B,Gold,154848,2-5L,1000000,0.006797993,0.68,0.25,16000000,0,High
50419,Female,Urban,High School,2,0,0,5731,2,A,Platinum,112356,2-5L,1000000,0.005730994,0.57,2.0,2000000,0,High
66976,Male,Rural,Bachelor,4,0,7,0,2,B,Silver,67644,10L+,2000000,0.0,0.0,0.25,32000000,1,Medium
60931,Male,Urban,Bachelor,2,1,7,10253,2,A,Gold,105276,2-5L,1000000,0.01025299,1.03,0.25,16000000,0,High
77231,Male,Urban,Bachelor,3,1,2,4974,2,C,Platinum,93432,5L-10L,1500000,0.003315998,0.33,0.666666667,9000000,1,High
53608,Male,Urban,Bachelor,3,0,2,6842,2,A,Platinum,123876,5L-10L,1500000,0.00456133,0.46,0.666666667,9000000,1,High
7878,Female,Rural,Bachelor,4,0,8,0,2,A,Gold,88152,10L+,2000000,0.0,0.0,0.222222222,36000000,1,Medium
14082,Female,Rural,High School,4,0,6,0,1,A,Platinum,33768,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Low
76542,Female,Urban,High School,3,0,1,0,2,C,Platinum,65076,5L-10L,1500000,0.0,0.0,1.0,6000000,1,Medium
74523,Male,Rural,High School,4,1,4,3267,1,A,Silver,51828,10L+,2000000,0.001633499,0.16,0.2,10000000,0,Low
39325,Female,Rural,High School,3,1,2,3838,2,A,Gold,109380,5L-10L,1500000,0.002558665,0.26,0.666666667,9000000,1,High
54551,Male,Urban,High School,2,1,4,4201,1,A,Silver,33564,2-5L,1000000,0.004200996,0.42,0.2,5000000,0,Low
43424,Male,Urban,Bachelor,2,1,5,5193,1,A,Platinum,29580,2-5L,1000000,0.005192995,0.52,0.166666667,6000000,0,Low
30140,Male,Rural,Bachelor,4,0,7,2524,1,B,Silver,35616,10L+,2000000,0.001261999,0.13,0.125,16000000,0,Low
66349,Female,Urban,Bachelor,3,1,3,5694,2,B,Gold,148356,5L-10L,1500000,0.003795997,0.38,0.5,12000000,1,High
82922,Female,Urban,High School,1,1,6,0,1,A,Platinum,67812,0-2L,500000,0.0,0.0,0.142857143,3500000,0,Medium
59928,Male,Urban,Bachelor,2,1,2,8340,2,B,Silver,60192,2-5L,1000000,0.008339992,0.83,0.666666667,6000000,0,Medium
68559,Female,Urban,High School,3,1,2,3918,2,A,Silver,68592,5L-10L,1500000,0.002611998,0.26,0.666666667,9000000,1,Medium
7743,Male,Rural,High School,3,0,6,3178,2,A,Gold,353448,5L-10L,1500000,0.002118665,0.21,0.285714286,21000000,1,High
213,Male,Urban,Bachelor,3,1,4,3737,1,A,Silver,53484,5L-10L,1500000,0.002491332,0.25,0.2,7500000,0,Low
47886,Male,Urban,High School,3,0,8,6826,2,A,Platinum,258012,5L-10L,1500000,0.004550664,0.46,0.222222222,27000000,1,High
68379,Female,Urban,High School,2,1,2,6823,2,A,Platinum,311280,2-5L,1000000,0.006822993,0.68,0.666666667,6000000,0,High
36824,Female,Rural,High School,3,0,7,5198,2,B,Gold,64548,5L-10L,1500000,0.003465331,0.35,0.25,24000000,1,Medium
23974,Female,Rural,High School,4,0,2,0,2,B,Platinum,177048,10L+,2000000,0.0,0.0,0.666666667,12000000,1,High
6618,Male,Urban,High School,3,1,3,14475,2,B,Platinum,75588,5L-10L,1500000,0.009649994,0.96,0.5,12000000,1,Medium
12496,Male,Urban,High School,2,1,6,10210,2,A,Platinum,70608,2-5L,1000000,0.01020999,1.02,0.285714286,14000000,0,Medium
52722,Female,Urban,Bachelor,3,1,0,5701,1,C,Silver,49944,5L-10L,1500000,0.003800664,0.38,1.0,1500000,0,Low
66275,Female,Urban,Bachelor,1,0,8,5195,2,C,Platinum,146520,0-2L,500000,0.010389979,1.04,0.222222222,9000000,0,High
88233,Female,Urban,Bachelor,2,1,6,5836,1,A,Silver,33720,2-5L,1000000,0.005835994,0.58,0.142857143,7000000,0,Low
21742,Female,Rural,Bachelor,2,0,3,0,2,B,Platinum,68808,2-5L,1000000,0.0,0.0,0.5,8000000,0,Medium
86579,Female,Urban,Bachelor,2,1,7,7079,2,A,Silver,63732,2-5L,1000000,0.007078993,0.71,0.25,16000000,0,Medium
22315,Male,Urban,High School,3,0,1,6447,2,B,Platinum,205692,5L-10L,1500000,0.004297997,0.43,1.0,6000000,1,High
82552,Male,Rural,High School,3,0,6,0,1,B,Platinum,37224,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
78907,Male,Rural,Others,2,1,7,3395,1,B,Silver,36312,2-5L,1000000,0.003394997,0.34,0.125,8000000,0,Low
1036,Male,Urban,Bachelor,3,1,2,2438,2,A,Silver,105972,5L-10L,1500000,0.001625332,0.16,0.666666667,9000000,1,High
79893,Female,Urban,High School,3,1,3,6065,2,A,Platinum,63132,5L-10L,1500000,0.004043331,0.4,0.5,12000000,1,Medium
13018,Male,Rural,Bachelor,2,0,0,0,2,B,Platinum,67560,2-5L,1000000,0.0,0.0,2.0,2000000,0,Medium
9200,Male,Urban,High School,2,0,5,6649,2,A,Gold,441588,2-5L,1000000,0.006648993,0.66,0.333333333,12000000,0,High
61316,Female,Urban,Bachelor,2,0,3,8653,2,A,Gold,102384,2-5L,1000000,0.008652991,0.87,0.5,8000000,0,High
47958,Female,Rural,Bachelor,3,1,1,0,2,A,Platinum,70800,5L-10L,1500000,0.0,0.0,1.0,6000000,1,Medium
58611,Female,Rural,Bachelor,3,1,1,2375,1,A,Gold,166668,5L-10L,1500000,0.001583332,0.16,0.5,3000000,0,High
53973,Male,Urban,Bachelor,4,1,7,3788,1,B,Platinum,45876,10L+,2000000,0.001893999,0.19,0.125,16000000,0,Low
76651,Female,Rural,High School,3,0,1,8677,2,A,Gold,104676,5L-10L,1500000,0.005784663,0.58,1.0,6000000,1,High
46245,Female,Rural,Bachelor,3,1,3,2244,2,A,Silver,51156,5L-10L,1500000,0.001495999,0.15,0.5,12000000,1,Low
74503,Male,Urban,Bachelor,3,0,8,6840,2,C,Silver,108768,5L-10L,1500000,0.004559997,0.46,0.222222222,27000000,1,High
84225,Male,Rural,Bachelor,3,1,0,0,1,A,Silver,29016,5L-10L,1500000,0.0,0.0,1.0,1500000,0,Low
76881,Male,Urban,Bachelor,2,1,8,2628,2,B,Silver,69996,2-5L,1000000,0.002627997,0.26,0.222222222,18000000,0,Medium
29724,Male,Rural,Bachelor,3,1,4,2402,1,B,Gold,65280,5L-10L,1500000,0.001601332,0.16,0.2,7500000,0,Medium
10318,Female,Urban,Others,3,0,4,4064,2,B,Platinum,65916,5L-10L,1500000,0.002709332,0.27,0.4,15000000,1,Medium
85616,Female,Urban,Bachelor,4,0,7,3244,2,A,Gold,113556,10L+,2000000,0.001621999,0.16,0.25,32000000,1,High
63838,Male,Urban,High School,4,0,1,7275,2,A,Platinum,227868,10L+,2000000,0.003637498,0.36,1.0,8000000,1,High
70830,Male,Urban,Bachelor,2,1,6,5685,1,A,Platinum,64116,2-5L,1000000,0.005684994,0.57,0.142857143,7000000,0,Medium
61752,Female,Urban,Bachelor,3,1,5,4781,2,A,Platinum,110916,5L-10L,1500000,0.003187331,0.32,0.333333333,18000000,1,High
23997,Male,Rural,Bachelor,3,1,7,3450,2,B,Silver,166236,5L-10L,1500000,0.002299998,0.23,0.25,24000000,1,High
60171,Male,Rural,Bachelor,2,1,2,2022,2,B,Silver,305364,2-5L,1000000,0.002021998,0.2,0.666666667,6000000,0,High
42228,Male,Urban,Bachelor,2,0,3,3954,2,A,Gold,128844,2-5L,1000000,0.003953996,0.4,0.5,8000000,0,High
3848,Female,Urban,Others,4,1,6,7064,2,B,Platinum,34392,10L+,2000000,0.003531998,0.35,0.285714286,28000000,1,Low
32043,Female,Urban,High School,3,1,2,5775,1,A,Platinum,38124,5L-10L,1500000,0.003849997,0.38,0.333333333,4500000,0,Low
972,Female,Urban,High School,2,0,4,5992,1,A,Silver,50976,2-5L,1000000,0.005991994,0.6,0.2,5000000,0,Low
81217,Female,Rural,Bachelor,3,1,6,0,1,B,Platinum,70440,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Medium
79860,Male,Rural,Others,3,0,8,3381,2,C,Gold,58800,5L-10L,1500000,0.002253998,0.23,0.222222222,27000000,1,Low
48311,Male,Urban,High School,2,0,2,6055,2,A,Platinum,67644,2-5L,1000000,0.006054994,0.61,0.666666667,6000000,0,Medium
82688,Female,Urban,Bachelor,2,1,6,5652,2,A,Platinum,58968,2-5L,1000000,0.005651994,0.57,0.285714286,14000000,0,Low
12556,Female,Urban,High School,3,1,1,3244,2,C,Silver,68496,5L-10L,1500000,0.002162665,0.22,1.0,6000000,1,Medium
18279,Male,Urban,High School,3,1,6,4405,2,A,Platinum,70008,5L-10L,1500000,0.002936665,0.29,0.285714286,21000000,1,Medium
51610,Female,Urban,Bachelor,3,1,6,5914,2,A,Gold,85788,5L-10L,1500000,0.003942664,0.39,0.285714286,21000000,1,Medium
53309,Female,Rural,High School,3,1,7,0,2,B,Platinum,69312,5L-10L,1500000,0.0,0.0,0.25,24000000,1,Medium
3415,Female,Rural,Others,2,0,7,5828,2,B,Silver,469572,2-5L,1000000,0.005827994,0.58,0.25,16000000,0,High
78790,Female,Urban,High School,3,1,4,3678,2,A,Platinum,105084,5L-10L,1500000,0.002451998,0.25,0.4,15000000,1,High
6638,Male,Urban,High School,3,1,5,6662,1,C,Platinum,52152,5L-10L,1500000,0.00444133,0.44,0.166666667,9000000,0,Low
64084,Male,Urban,Bachelor,2,0,2,10323,2,A,Gold,516708,2-5L,1000000,0.01032299,1.03,0.666666667,6000000,0,High
39384,Male,Urban,Bachelor,3,1,5,7966,2,A,Platinum,134676,5L-10L,1500000,0.005310663,0.53,0.333333333,18000000,1,High
34533,Male,Urban,High School,4,1,2,9980,2,A,Gold,99060,10L+,2000000,0.004989998,0.5,0.666666667,12000000,1,High
32241,Male,Rural,High School,4,1,7,0,2,B,Silver,63876,10L+,2000000,0.0,0.0,0.25,32000000,1,Medium
22512,Male,Urban,High School,3,1,4,4861,1,A,Platinum,32220,5L-10L,1500000,0.003240665,0.32,0.2,7500000,0,Low
21816,Male,Urban,Bachelor,3,0,5,0,1,A,Platinum,34332,5L-10L,1500000,0.0,0.0,0.166666667,9000000,0,Low
49839,Male,Urban,High School,3,1,5,4362,1,A,Platinum,66876,5L-10L,1500000,0.002907998,0.29,0.166666667,9000000,0,Medium
84954,Male,Urban,Bachelor,3,1,8,3954,2,A,Platinum,67476,5L-10L,1500000,0.002635998,0.26,0.222222222,27000000,1,Medium
56911,Male,Urban,High School,2,0,6,2975,2,B,Silver,66300,2-5L,1000000,0.002974997,0.3,0.285714286,14000000,0,Medium
53465,Male,Rural,High School,3,1,3,0,1,A,Platinum,54924,5L-10L,1500000,0.0,0.0,0.25,6000000,0,Low
87420,Female,Rural,Bachelor,3,1,8,0,2,C,Platinum,106176,5L-10L,1500000,0.0,0.0,0.222222222,27000000,1,High
62232,Female,Urban,Bachelor,4,0,8,9573,2,A,Silver,359052,10L+,2000000,0.004786498,0.48,0.222222222,36000000,1,High
59451,Female,Urban,Bachelor,3,0,0,5525,1,A,Platinum,47664,5L-10L,1500000,0.003683331,0.37,1.0,1500000,0,Low
52513,Male,Rural,Bachelor,3,1,0,0,1,B,Silver,63120,5L-10L,1500000,0.0,0.0,1.0,1500000,0,Medium
36240,Female,Urban,Bachelor,3,0,7,4249,2,A,Gold,43860,5L-10L,1500000,0.002832665,0.28,0.25,24000000,1,Low
40232,Female,Urban,Bachelor,2,0,8,2581,2,B,Platinum,152688,2-5L,1000000,0.002580997,0.26,0.222222222,18000000,0,High
49330,Female,Urban,High School,3,1,5,8273,2,A,Platinum,102720,5L-10L,1500000,0.00551533,0.55,0.333333333,18000000,1,High
17839,Female,Urban,High School,3,0,5,6546,1,A,Gold,50628,5L-10L,1500000,0.004363997,0.44,0.166666667,9000000,0,Low
65949,Female,Urban,High School,4,0,4,0,1,A,Platinum,32328,10L+,2000000,0.0,0.0,0.2,10000000,0,Low
33580,Male,Urban,High School,3,1,6,6342,2,A,Platinum,315696,5L-10L,1500000,0.004227997,0.42,0.285714286,21000000,1,High
26397,Male,Urban,High School,2,1,7,7293,2,A,Platinum,112176,2-5L,1000000,0.007292993,0.73,0.25,16000000,0,High
78071,Male,Rural,Others,3,0,3,0,1,A,Silver,27792,5L-10L,1500000,0.0,0.0,0.25,6000000,0,Low
41803,Male,Urban,Bachelor,3,1,0,5541,1,A,Platinum,29520,5L-10L,1500000,0.003693998,0.37,1.0,1500000,0,Low
46602,Male,Rural,Bachelor,4,1,6,0,1,A,Platinum,34824,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Low
10792,Female,Urban,High School,2,0,0,4238,1,B,Gold,50736,2-5L,1000000,0.004237996,0.42,1.0,1000000,0,Low
26792,Male,Urban,High School,4,1,6,2390,2,A,Gold,98256,10L+,2000000,0.001194999,0.12,0.285714286,28000000,1,High
35156,Female,Urban,High School,1,1,6,17289,2,A,Platinum,438900,0-2L,500000,0.034577931,3.46,0.285714286,7000000,0,High
49287,Female,Urban,Bachelor,3,0,1,5626,2,A,Platinum,101940,5L-10L,1500000,0.003750664,0.38,1.0,6000000,1,High
87504,Female,Urban,Others,2,1,5,0,1,B,Silver,41532,2-5L,1000000,0.0,0.0,0.166666667,6000000,0,Low
60530,Male,Rural,High School,4,0,6,5024,2,A,Gold,60648,10L+,2000000,0.002511999,0.25,0.285714286,28000000,1,Medium
7555,Male,Urban,High School,2,1,2,6206,1,A,Platinum,68964,2-5L,1000000,0.006205994,0.62,0.333333333,3000000,0,Medium
59518,Female,Urban,High School,4,0,7,6191,1,A,Silver,47232,10L+,2000000,0.003095498,0.31,0.125,16000000,0,Low
52229,Male,Rural,Bachelor,3,1,5,11867,2,C,Platinum,71232,5L-10L,1500000,0.007911328,0.79,0.333333333,18000000,1,Medium
17931,Male,Urban,High School,3,0,6,7453,2,A,Platinum,106332,5L-10L,1500000,0.004968663,0.5,0.285714286,21000000,1,High
43649,Male,Rural,Bachelor,3,1,1,0,1,A,Platinum,46512,5L-10L,1500000,0.0,0.0,0.5,3000000,0,Low
28955,Male,Urban,Bachelor,3,1,0,2883,1,B,Silver,32124,5L-10L,1500000,0.001921999,0.19,1.0,1500000,0,Low
69583,Male,Rural,Others,3,0,4,0,1,B,Gold,31284,5L-10L,1500000,0.0,0.0,0.2,7500000,0,Low
37509,Male,Urban,High School,3,1,2,3149,2,A,Gold,268548,5L-10L,1500000,0.002099332,0.21,0.666666667,9000000,1,High
73611,Male,Urban,High School,3,0,6,6572,2,A,Gold,43440,5L-10L,1500000,0.00438133,0.44,0.285714286,21000000,1,Low
29759,Female,Rural,Bachelor,2,1,2,2042,1,A,Gold,71148,2-5L,1000000,0.002041998,0.2,0.333333333,3000000,0,Medium
5893,Male,Urban,Bachelor,2,0,3,3673,2,A,Platinum,42948,2-5L,1000000,0.003672996,0.37,0.5,8000000,0,Low
60948,Male,Urban,High School,3,0,0,7153,2,B,Silver,99024,5L-10L,1500000,0.004768663,0.48,2.0,3000000,1,High
87021,Male,Rural,Bachelor,4,0,3,0,2,B,Platinum,51168,10L+,2000000,0.0,0.0,0.5,16000000,1,Low
17180,Female,Rural,High School,2,1,6,3287,2,B,Silver,139104,2-5L,1000000,0.003286997,0.33,0.285714286,14000000,0,High
25585,Male,Urban,High School,4,1,6,0,1,A,Silver,33912,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Low
31400,Male,Rural,Bachelor,3,1,6,4027,2,B,Platinum,98232,5L-10L,1500000,0.002684665,0.27,0.285714286,21000000,1,High
9456,Male,Urban,Bachelor,3,1,2,6165,1,B,Platinum,30708,5L-10L,1500000,0.004109997,0.41,0.333333333,4500000,0,Low
